Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,,,,,,,,
13,[win32u.dll],276,0,1.41,0,win32u.dll,,,,,,DigitalMusicAnalysis.MainWindow..ctor,2,
14,[ntdll.dll],276,0,1.41,0,ntdll.dll,,,,,,DigitalMusicAnalysis.MainWindow..ctor,2,
15,[ntdll.dll],276,0,1.41,0,ntdll.dll,,,,,,DigitalMusicAnalysis.MainWindow..ctor,2,
16,[ntdll.dll],276,0,1.41,0,ntdll.dll,,,,,,DigitalMusicAnalysis.MainWindow..ctor,1,
17,[wow64.dll],276,0,1.41,0,wow64.dll,,,,,,,,
18,[wow64.dll],276,0,1.41,0,wow64.dll,,,,,,,,
19,[wow64cpu.dll],276,0,1.41,0,wow64cpu.dll,,,,,,,,
20,[wow64.dll],276,0,1.41,0,wow64.dll,,,,,,,,
21,[wow64win.dll],276,0,1.41,0,wow64win.dll,,,,,,,,
22,[wow64win.dll],276,276,1.41,1.41,wow64win.dll,,,,,,,,
17,[wow64cpu.dll],257,206,1.31,1.05,wow64cpu.dll,,,,,,,,
28,[ExplorerFrame.dll],243,0,1.24,0,ExplorerFrame.dll,,,,,,,,
29,[ExplorerFrame.dll],243,0,1.24,0,ExplorerFrame.dll,,,,,,,,
28,[comctl32.dll],242,0,1.24,0,comctl32.dll,,,,,,,,
50,[shell32.dll],241,0,1.23,0,shell32.dll,,,,,,,,
51,[shell32.dll],241,0,1.23,0,shell32.dll,,,,,,,,
52,[shell32.dll],240,0,1.23,0,shell32.dll,,,,,,,,
29,DigitalMusicAnalysis.MainWindow.fft,240,89,1.23,0.45,DigitalMusicAnalysis.exe,,,,,,,,
30,[ExplorerFrame.dll],238,0,1.22,0,ExplorerFrame.dll,,,,,,,,
31,[ExplorerFrame.dll],238,0,1.22,0,ExplorerFrame.dll,,,,,,,,
4,[d3d9.dll],237,0,1.21,0,d3d9.dll,,,,,,,,
5,[d3d9.dll],237,0,1.21,0,d3d9.dll,,,,,,,,
54,[dui70.dll],236,0,1.21,0,dui70.dll,,,,,,,,
55,[dui70.dll],236,0,1.21,0,dui70.dll,,,,,,,,
56,[dui70.dll],236,0,1.21,0,dui70.dll,,,,,,,,
53,[shell32.dll],236,0,1.21,0,shell32.dll,,,,,,,,
54,[shell32.dll],235,0,1.2,0,shell32.dll,,,,,,,,
12,[windows.storage.dll],234,0,1.2,0,windows.storage.dll,,,,,,,,
32,[ExplorerFrame.dll],233,0,1.19,0,ExplorerFrame.dll,,,,,,,,
13,[ntdll.dll],230,24,1.17,0.12,ntdll.dll,,,,,,,,
29,[comctl32.dll],229,0,1.17,0,comctl32.dll,,,,,,,,
13,[windows.storage.dll],229,0,1.17,0,windows.storage.dll,,,,,,,,
55,[comdlg32.dll],226,0,1.15,0,comdlg32.dll,,,,,,,,
56,[comdlg32.dll],226,0,1.15,0,comdlg32.dll,,,,,,,,
57,[comdlg32.dll],226,0,1.15,0,comdlg32.dll,,,,,,,,
58,[comdlg32.dll],226,0,1.15,0,comdlg32.dll,,,,,,,,
6,[d3d9.dll],226,0,1.15,0,d3d9.dll,,,,,,,,
3,[clr.dll],226,42,1.15,0.21,clr.dll,,,,,,,,
18,System.Numerics.Complex.op_Multiply,223,223,1.14,1.14,System.Numerics.ni.dll,,,,,,,,
7,[d3d9.dll],222,0,1.13,0,d3d9.dll,,,,,,,,
18,[windows.storage.dll],221,1,1.13,0.01,windows.storage.dll,,,,,,,,
36,[comdlg32.dll],220,0,1.12,0,comdlg32.dll,,,,,,,,
45,[user32.dll],218,0,1.11,0,user32.dll,,,,,,,,
46,[user32.dll],218,0,1.11,0,user32.dll,,,,,,,,
47,[user32.dll],218,0,1.11,0,user32.dll,,,,,,,,
33,[ntdll.dll],218,0,1.11,0,ntdll.dll,,,,,,,,
34,[user32.dll],218,0,1.11,0,user32.dll,,,,,,,,
35,[user32.dll],218,0,1.11,0,user32.dll,,,,,,,,
36,[user32.dll],218,0,1.11,0,user32.dll,,,,,,,,
48,[user32.dll],213,0,1.09,0,user32.dll,,,,,,,,
49,[user32.dll],213,0,1.09,0,user32.dll,,,,,,,,
15,[shell32.dll],213,0,1.09,0,shell32.dll,,,,,,,,
15,[thumbcache.dll],207,0,1.06,0,thumbcache.dll,,,,,,,,
37,[user32.dll],206,0,1.05,0,user32.dll,,,,,,,,
38,[user32.dll],206,0,1.05,0,user32.dll,,,,,,,,
43,[dui70.dll],205,0,1.05,0,dui70.dll,,,,,,,,
44,[dui70.dll],205,0,1.05,0,dui70.dll,,,,,,,,
45,[dui70.dll],205,0,1.05,0,dui70.dll,,,,,,,,
46,[dui70.dll],205,0,1.05,0,dui70.dll,,,,,,,,
19,[windows.storage.dll],203,0,1.04,0,windows.storage.dll,,,,,,,,
20,[windows.storage.dll],203,0,1.04,0,windows.storage.dll,,,,,,,,
43,[ExplorerFrame.dll],202,0,1.03,0,ExplorerFrame.dll,,,,,,,,
44,[ExplorerFrame.dll],202,0,1.03,0,ExplorerFrame.dll,,,,,,,,
25,[duser.dll],201,0,1.03,0,duser.dll,,,,,,,,
21,[windows.storage.dll],201,1,1.03,0.01,windows.storage.dll,,,,,,,,
22,[windows.storage.dll],200,0,1.02,0,windows.storage.dll,,,,,,,,
25,[ntdll.dll],199,0,1.02,0,ntdll.dll,,,,,,,,
26,[user32.dll],199,0,1.02,0,user32.dll,,,,,,,,
27,[user32.dll],199,0,1.02,0,user32.dll,,,,,,,,
28,[user32.dll],199,0,1.02,0,user32.dll,,,,,,,,
29,[user32.dll],199,0,1.02,0,user32.dll,,,,,,,,
30,[user32.dll],199,0,1.02,0,user32.dll,,,,,,,,
23,[win32u.dll],197,0,1.01,0,win32u.dll,,,,,,,,
24,[ntdll.dll],197,0,1.01,0,ntdll.dll,,,,,,,,
25,[ntdll.dll],197,0,1.01,0,ntdll.dll,,,,,,,,
26,[ntdll.dll],197,0,1.01,0,ntdll.dll,,,,,,,,
27,[ntdll.dll],197,0,1.01,0,ntdll.dll,,,,,,,,
28,[wow64.dll],197,0,1.01,0,wow64.dll,,,,,,,,
29,[wow64.dll],197,0,1.01,0,wow64.dll,,,,,,,,
30,[wow64cpu.dll],197,0,1.01,0,wow64cpu.dll,,,,,,,,
16,[thumbcache.dll],197,0,1.01,0,thumbcache.dll,,,,,,,,
17,[thumbcache.dll],197,0,1.01,0,thumbcache.dll,,,,,,,,
18,[thumbcache.dll],197,0,1.01,0,thumbcache.dll,,,,,,,,
19,[thumbcache.dll],197,0,1.01,0,thumbcache.dll,,,,,,,,
47,[shell32.dll],196,0,1,0,shell32.dll,,,,,,,,
48,[dui70.dll],196,0,1,0,dui70.dll,,,,,,,,
49,[shell32.dll],196,0,1,0,shell32.dll,,,,,,,,
50,[dui70.dll],196,0,1,0,dui70.dll,,,,,,,,
51,[shell32.dll],196,0,1,0,shell32.dll,,,,,,,,
52,[dui70.dll],196,0,1,0,dui70.dll,,,,,,,,
31,[wow64.dll],193,0,0.99,0,wow64.dll,,,,,,,,
32,[wow64win.dll],193,0,0.99,0,wow64win.dll,,,,,,,,
33,[wow64win.dll],193,170,0.99,0.87,wow64win.dll,,,,,,,,
50,[ExplorerFrame.dll],192,0,0.98,0,ExplorerFrame.dll,,,,,,,,
15,[shell32.dll],189,0,0.97,0,shell32.dll,,,,,,,,
10,[windows.storage.dll],188,0,0.96,0,windows.storage.dll,,,,,,,,
11,[windows.storage.dll],188,0,0.96,0,windows.storage.dll,,,,,,,,
12,[windows.storage.dll],188,0,0.96,0,windows.storage.dll,,,,,,,,
97,[user32.dll],186,0,0.95,0,user32.dll,,,,,,,,
98,[win32u.dll],186,0,0.95,0,win32u.dll,,,,,,,,
99,[ntdll.dll],186,0,0.95,0,ntdll.dll,,,,,,,,
100,[ntdll.dll],186,0,0.95,0,ntdll.dll,,,,,,,,
101,[ntdll.dll],186,0,0.95,0,ntdll.dll,,,,,,,,
102,[ntdll.dll],186,0,0.95,0,ntdll.dll,,,,,,,,
103,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
104,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
105,[wow64cpu.dll],186,0,0.95,0,wow64cpu.dll,,,,,,,,
106,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
107,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
108,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
109,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
110,[ntdll.dll],186,0,0.95,0,ntdll.dll,,,,,,,,
111,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
112,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
113,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
114,[wow64cpu.dll],186,0,0.95,0,wow64cpu.dll,,,,,,,,
115,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
116,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
117,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
118,[ntdll.dll],186,0,0.95,0,ntdll.dll,,,,,,,,
119,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
120,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
121,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
122,[wow64cpu.dll],186,0,0.95,0,wow64cpu.dll,,,,,,,,
123,[wow64.dll],186,0,0.95,0,wow64.dll,,,,,,,,
124,[wow64win.dll],186,0,0.95,0,wow64win.dll,,,,,,,,
125,[wow64win.dll],186,186,0.95,0.95,wow64win.dll,,,,,,,,
16,[shell32.dll],184,1,0.94,0.01,shell32.dll,,,,,,,,
36,[ExplorerFrame.dll],182,0,0.93,0,ExplorerFrame.dll,,,,,,,,
5,[ntdll.dll],182,0,0.93,0,ntdll.dll,,,,,,,,
6,[ntdll.dll],182,5,0.93,0.03,ntdll.dll,,,,,,,,
53,[shell32.dll],181,0,0.92,0,shell32.dll,,,,,,,,
54,[shell32.dll],181,0,0.92,0,shell32.dll,,,,,,,,
14,[windows.storage.dll],180,0,0.92,0,windows.storage.dll,,,,,,,,
97,[comctl32.dll],178,0,0.91,0,comctl32.dll,,,,,,,,
98,[ExplorerFrame.dll],177,0,0.9,0,ExplorerFrame.dll,,,,,,,,
99,[ExplorerFrame.dll],177,0,0.9,0,ExplorerFrame.dll,,,,,,,,
100,[comctl32.dll],177,1,0.9,0.01,comctl32.dll,,,,,,,,
8,[d3d9.dll],176,0,0.9,0,d3d9.dll,,,,,,,,
9,[d3d9.dll],176,1,0.9,0.01,d3d9.dll,,,,,,,,
101,[user32.dll],174,0,0.89,0,user32.dll,,,,,,,,
102,[win32u.dll],174,0,0.89,0,win32u.dll,,,,,,,,
103,[ntdll.dll],174,0,0.89,0,ntdll.dll,,,,,,,,
104,[ntdll.dll],174,0,0.89,0,ntdll.dll,,,,,,,,
105,[ntdll.dll],174,0,0.89,0,ntdll.dll,,,,,,,,
106,[ntdll.dll],174,0,0.89,0,ntdll.dll,,,,,,,,
107,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
108,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
109,[wow64cpu.dll],174,0,0.89,0,wow64cpu.dll,,,,,,,,
110,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
111,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
112,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
113,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
114,[ntdll.dll],174,0,0.89,0,ntdll.dll,,,,,,,,
115,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
116,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
117,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
118,[wow64cpu.dll],174,0,0.89,0,wow64cpu.dll,,,,,,,,
119,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
120,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
121,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
122,[ntdll.dll],174,0,0.89,0,ntdll.dll,,,,,,,,
123,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
124,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
125,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
126,[wow64cpu.dll],174,0,0.89,0,wow64cpu.dll,,,,,,,,
127,[wow64.dll],174,0,0.89,0,wow64.dll,,,,,,,,
128,[wow64win.dll],174,0,0.89,0,wow64win.dll,,,,,,,,
129,[wow64win.dll],174,174,0.89,0.89,wow64win.dll,,,,,,,,
17,[shell32.dll],174,0,0.89,0,shell32.dll,,,,,,,,
37,[comdlg32.dll],172,0,0.88,0,comdlg32.dll,,,,,,,,
5,[ntdll.dll],172,0,0.88,0,ntdll.dll,,,,,,,,
6,[ntdll.dll],172,0,0.88,0,ntdll.dll,,,,,,,,
7,[ntdll.dll],172,0,0.88,0,ntdll.dll,,,,,,,,
8,[wow64.dll],172,0,0.88,0,wow64.dll,,,,,,,,
9,[wow64.dll],172,0,0.88,0,wow64.dll,,,,,,,,
10,[wow64cpu.dll],172,0,0.88,0,wow64cpu.dll,,,,,,,,
11,[wow64.dll],172,0,0.88,0,wow64.dll,,,,,,,,
12,[wow64.dll],172,0,0.88,0,wow64.dll,,,,,,,,
13,[ntdll.dll],172,172,0.88,0.88,ntdll.dll,,,,,,,,
45,[ExplorerFrame.dll],171,0,0.87,0,ExplorerFrame.dll,,,,,,,,
36,[shell32.dll],171,0,0.87,0,shell32.dll,,,,,,,,
15,[windows.storage.dll],171,0,0.87,0,windows.storage.dll,,,,,,,,
39,[user32.dll],169,0,0.86,0,user32.dll,,,,,,,,
40,[user32.dll],169,0,0.86,0,user32.dll,,,,,,,,
21,[ntdll.dll],167,0,0.85,0,ntdll.dll,,,,,,,,
22,[user32.dll],167,0,0.85,0,user32.dll,,,,,,,,
23,[user32.dll],167,0,0.85,0,user32.dll,,,,,,,,
24,[user32.dll],167,0,0.85,0,user32.dll,,,,,,,,
25,[user32.dll],167,0,0.85,0,user32.dll,,,,,,,,
26,[user32.dll],167,0,0.85,0,user32.dll,,,,,,,,
23,[user32.dll],166,0,0.85,0,user32.dll,,,,,,,,
24,[KernelBase.dll],166,0,0.85,0,KernelBase.dll,,,,,,,,
18,[shell32.dll],165,0,0.84,0,shell32.dll,,,,,,,,
13,[windows.storage.dll],165,0,0.84,0,windows.storage.dll,,,,,,,,
18,[shell32.dll],165,0,0.84,0,shell32.dll,,,,,,,,
19,[shell32.dll],165,0,0.84,0,shell32.dll,,,,,,,,
55,[ExplorerFrame.dll],164,0,0.84,0,ExplorerFrame.dll,,,,,,,,
25,[KernelBase.dll],163,0,0.83,0,KernelBase.dll,,,,,,,,
26,[KernelBase.dll],163,0,0.83,0,KernelBase.dll,,,,,,,,
37,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
38,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
39,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
40,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
41,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
42,[comctl32.dll],159,0,0.81,0,comctl32.dll,,,,,,,,
14,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
15,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
16,[user32.dll],159,0,0.81,0,user32.dll,,,,,,,,
19,[shell32.dll],159,0,0.81,0,shell32.dll,,,,,,,,
20,[shell32.dll],159,0,0.81,0,shell32.dll,,,,,,,,
38,[comdlg32.dll],158,0,0.81,0,comdlg32.dll,,,,,,,,
33,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
34,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
35,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
36,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
37,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
38,[comctl32.dll],158,0,0.81,0,comctl32.dll,,,,,,,,
27,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
28,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
29,[user32.dll],158,0,0.81,0,user32.dll,,,,,,,,
32,[ntdll.dll],157,0,0.8,0,ntdll.dll,,,,,,,,
33,[user32.dll],157,0,0.8,0,user32.dll,,,,,,,,
34,[user32.dll],157,0,0.8,0,user32.dll,,,,,,,,
35,[user32.dll],157,0,0.8,0,user32.dll,,,,,,,,
17,[user32.dll],157,0,0.8,0,user32.dll,,,,,,,,
18,[user32.dll],157,0,0.8,0,user32.dll,,,,,,,,
19,MS.Win32.HwndSubclass.SubclassWndProc,157,2,0.8,0.01,WindowsBase.ni.dll,,,,,,,,
39,[comctl32.dll],155,0,0.79,0,comctl32.dll,,,,,,,,
40,[ExplorerFrame.dll],155,0,0.79,0,ExplorerFrame.dll,,,,,,,,
41,[ExplorerFrame.dll],155,0,0.79,0,ExplorerFrame.dll,,,,,,,,
42,[comctl32.dll],155,0,0.79,0,comctl32.dll,,,,,,,,
43,[comctl32.dll],155,0,0.79,0,comctl32.dll,,,,,,,,
44,[ExplorerFrame.dll],155,0,0.79,0,ExplorerFrame.dll,,,,,,,,
45,[ExplorerFrame.dll],155,0,0.79,0,ExplorerFrame.dll,,,,,,,,
46,[comctl32.dll],155,0,0.79,0,comctl32.dll,,,,,,,,
9,[comdlg32.dll],155,0,0.79,0,comdlg32.dll,,,,,,,,
10,[comdlg32.dll],155,0,0.79,0,comdlg32.dll,,,,,,,,
39,[shell32.dll],154,0,0.79,0,shell32.dll,,,,,,,,
40,[shell32.dll],154,0,0.79,0,shell32.dll,,,,,,,,
41,[shell32.dll],154,0,0.79,0,shell32.dll,,,,,,,,
27,[comctl32.dll],154,0,0.79,0,comctl32.dll,,,,,,,,
51,[ExplorerFrame.dll],153,0,0.78,0,ExplorerFrame.dll,,,,,,,,
43,[comctl32.dll],153,0,0.78,0,comctl32.dll,,,,,,,,
44,[user32.dll],153,0,0.78,0,user32.dll,,,,,,,,
45,[user32.dll],153,0,0.78,0,user32.dll,,,,,,,,
46,[user32.dll],153,0,0.78,0,user32.dll,,,,,,,,
47,[user32.dll],153,0,0.78,0,user32.dll,,,,,,,,
48,[user32.dll],153,0,0.78,0,user32.dll,,,,,,,,
49,[comctl32.dll],153,0,0.78,0,comctl32.dll,,,,,,,,
31,[comctl32.dll],153,1,0.78,0.01,comctl32.dll,,,,,,,,
50,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
51,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
47,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
48,[user32.dll],152,0,0.78,0,user32.dll,,,,,,,,
49,[user32.dll],152,0,0.78,0,user32.dll,,,,,,,,
50,[user32.dll],152,0,0.78,0,user32.dll,,,,,,,,
51,[user32.dll],152,0,0.78,0,user32.dll,,,,,,,,
52,[user32.dll],152,0,0.78,0,user32.dll,,,,,,,,
53,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
54,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
55,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
56,[comctl32.dll],152,0,0.78,0,comctl32.dll,,,,,,,,
30,[comctl32.dll],151,0,0.77,0,comctl32.dll,,,,,,,,
57,[comctl32.dll],150,0,0.77,0,comctl32.dll,,,,,,,,
36,[user32.dll],149,0,0.76,0,user32.dll,,,,,,,,
37,[user32.dll],149,0,0.76,0,user32.dll,,,,,,,,
14,DigitalMusicAnalysis.MainWindow.playBack,149,0,0.76,0,DigitalMusicAnalysis.exe,,,,,,,,
42,[user32.dll],148,0,0.76,0,user32.dll,,,,,,,,
43,[user32.dll],148,0,0.76,0,user32.dll,,,,,,,,
57,[ExplorerFrame.dll],147,0,0.75,0,ExplorerFrame.dll,,,,,,,,
58,[ExplorerFrame.dll],147,0,0.75,0,ExplorerFrame.dll,,,,,,,,
30,[user32.dll],147,0,0.75,0,user32.dll,,,,,,,,
59,[ExplorerFrame.dll],144,0,0.74,0,ExplorerFrame.dll,,,,,,,,
60,[ExplorerFrame.dll],144,0,0.74,0,ExplorerFrame.dll,,,,,,,,
24,[ntdll.dll],144,0,0.74,0,ntdll.dll,,,,,,,,
25,[wow64win.dll],144,0,0.74,0,wow64win.dll,,,,,,,,
26,[wow64.dll],144,0,0.74,0,wow64.dll,,,,,,,,
27,[wow64.dll],144,0,0.74,0,wow64.dll,,,,,,,,
28,[wow64cpu.dll],144,1,0.74,0.01,wow64cpu.dll,,,,,,,,
91,[ExplorerFrame.dll],143,0,0.73,0,ExplorerFrame.dll,,,,,,,,
92,[user32.dll],142,0,0.73,0,user32.dll,,,,,,,,
93,[user32.dll],142,0,0.73,0,user32.dll,,,,,,,,
94,[user32.dll],142,0,0.73,0,user32.dll,,,,,,,,
95,[user32.dll],142,0,0.73,0,user32.dll,,,,,,,,
96,[user32.dll],142,0,0.73,0,user32.dll,,,,,,,,
97,[comctl32.dll],142,0,0.73,0,comctl32.dll,,,,,,,,
41,[user32.dll],141,0,0.72,0,user32.dll,,,,,,,,
42,[user32.dll],141,0,0.72,0,user32.dll,,,,,,,,
38,[ExplorerFrame.dll],141,0,0.72,0,ExplorerFrame.dll,,,,,,,,
37,[shell32.dll],141,0,0.72,0,shell32.dll,,,,,,,,
20,[user32.dll],141,0,0.72,0,user32.dll,,,,,,,,
59,[ntdll.dll],139,0,0.71,0,ntdll.dll,,,,,,,,
60,[user32.dll],139,0,0.71,0,user32.dll,,,,,,,,
28,[comctl32.dll],138,0,0.7,0,comctl32.dll,,,,,,,,
16,[windows.storage.dll],138,0,0.7,0,windows.storage.dll,,,,,,,,
44,[ntdll.dll],137,0,0.7,0,ntdll.dll,,,,,,,,
45,[user32.dll],137,0,0.7,0,user32.dll,,,,,,,,
46,[user32.dll],137,0,0.7,0,user32.dll,,,,,,,,
47,[user32.dll],137,0,0.7,0,user32.dll,,,,,,,,
48,[user32.dll],137,0,0.7,0,user32.dll,,,,,,,,
49,[user32.dll],137,0,0.7,0,user32.dll,,,,,,,,
50,[shell32.dll],137,0,0.7,0,shell32.dll,,,,,,,,
41,[user32.dll],137,0,0.7,0,user32.dll,,,,,,,,
38,[shell32.dll],136,0,0.69,0,shell32.dll,,,,,,,,
15,System.Numerics.Complex.Exp,135,135,0.69,0.69,System.Numerics.ni.dll,,,,,,,,
43,[ntdll.dll],134,0,0.68,0,ntdll.dll,,,,,,,,
52,[comctl32.dll],134,0,0.68,0,comctl32.dll,,,,,,,,
39,[shell32.dll],134,0,0.68,0,shell32.dll,,,,,,,,
21,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
22,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
23,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
24,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
25,MS.Win32.HwndSubclass.DefWndProcWrapper,134,0,0.68,0,WindowsBase.ni.dll,,,,,,,,
26,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
27,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
28,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
29,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
30,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
31,[user32.dll],134,0,0.68,0,user32.dll,,,,,,,,
39,[dui70.dll],133,0,0.68,0,dui70.dll,,,,,,,,
40,[dui70.dll],133,0,0.68,0,dui70.dll,,,,,,,,
41,[dui70.dll],133,0,0.68,0,dui70.dll,,,,,,,,
44,[user32.dll],132,0,0.67,0,user32.dll,,,,,,,,
45,[user32.dll],132,0,0.67,0,user32.dll,,,,,,,,
46,[user32.dll],132,0,0.67,0,user32.dll,,,,,,,,
47,[user32.dll],132,0,0.67,0,user32.dll,,,,,,,,
48,[user32.dll],132,0,0.67,0,user32.dll,,,,,,,,
49,[shell32.dll],132,0,0.67,0,shell32.dll,,,,,,,,
50,[shell32.dll],132,0,0.67,0,shell32.dll,,,,,,,,
51,[shell32.dll],132,0,0.67,0,shell32.dll,,,,,,,,
39,[ExplorerFrame.dll],132,0,0.67,0,ExplorerFrame.dll,,,,,,,,
7,[combase.dll],132,0,0.67,0,combase.dll,,,,,,,,
4,[KernelBase.dll],132,0,0.67,0,KernelBase.dll,,,,,,,,
5,[ntdll.dll],132,0,0.67,0,ntdll.dll,,,,,,,,
6,[ntdll.dll],132,0,0.67,0,ntdll.dll,,,,,,,,
7,[ntdll.dll],132,0,0.67,0,ntdll.dll,,,,,,,,
8,[ntdll.dll],132,0,0.67,0,ntdll.dll,,,,,,,,
9,[wow64.dll],132,0,0.67,0,wow64.dll,,,,,,,,
10,[wow64.dll],132,0,0.67,0,wow64.dll,,,,,,,,
11,[wow64cpu.dll],132,0,0.67,0,wow64cpu.dll,,,,,,,,
61,[user32.dll],130,0,0.66,0,user32.dll,,,,,,,,
62,[user32.dll],130,0,0.66,0,user32.dll,,,,,,,,
58,[comctl32.dll],130,0,0.66,0,comctl32.dll,,,,,,,,
17,[windows.storage.dll],129,1,0.66,0.01,windows.storage.dll,,,,,,,,
50,[comctl32.dll],128,0,0.65,0,comctl32.dll,,,,,,,,
51,[ExplorerFrame.dll],128,0,0.65,0,ExplorerFrame.dll,,,,,,,,
52,[ExplorerFrame.dll],128,0,0.65,0,ExplorerFrame.dll,,,,,,,,
53,[comctl32.dll],128,0,0.65,0,comctl32.dll,,,,,,,,
7,[ntdll.dll],128,0,0.65,0,ntdll.dll,,,,,,,,
3,[wdmaud.drv],128,0,0.65,0,wdmaud.drv,,,,,,,,
54,[comctl32.dll],127,0,0.65,0,comctl32.dll,,,,,,,,
55,[ExplorerFrame.dll],127,0,0.65,0,ExplorerFrame.dll,,,,,,,,
18,DigitalMusicAnalysis.timefreq.ReverseBits,127,127,0.65,0.65,DigitalMusicAnalysis.exe,,,,,,,,
21,[thumbcache.dll],127,0,0.65,0,thumbcache.dll,,,,,,,,
11,[comdlg32.dll],127,0,0.65,0,comdlg32.dll,,,,,,,,
4,[wdmaud.drv],127,0,0.65,0,wdmaud.drv,,,,,,,,
3,[propsys.dll],127,0,0.65,0,propsys.dll,,,,,,,,
4,[propsys.dll],127,0,0.65,0,propsys.dll,,,,,,,,
5,[propsys.dll],127,0,0.65,0,propsys.dll,,,,,,,,
61,[ExplorerFrame.dll],126,0,0.64,0,ExplorerFrame.dll,,,,,,,,
53,[user32.dll],126,0,0.64,0,user32.dll,,,,,,,,
56,[ExplorerFrame.dll],126,0,0.64,0,ExplorerFrame.dll,,,,,,,,
57,[comctl32.dll],126,0,0.64,0,comctl32.dll,,,,,,,,
58,[comctl32.dll],125,0,0.64,0,comctl32.dll,,,,,,,,
59,[user32.dll],125,0,0.64,0,user32.dll,,,,,,,,
60,[user32.dll],125,0,0.64,0,user32.dll,,,,,,,,
61,[user32.dll],125,0,0.64,0,user32.dll,,,,,,,,
62,[user32.dll],125,0,0.64,0,user32.dll,,,,,,,,
63,[user32.dll],125,0,0.64,0,user32.dll,,,,,,,,
64,[duser.dll],125,0,0.64,0,duser.dll,,,,,,,,
62,[ExplorerFrame.dll],124,0,0.63,0,ExplorerFrame.dll,,,,,,,,
63,[ExplorerFrame.dll],124,0,0.63,0,ExplorerFrame.dll,,,,,,,,
12,[comdlg32.dll],124,0,0.63,0,comdlg32.dll,,,,,,,,
20,[shell32.dll],122,0,0.62,0,shell32.dll,,,,,,,,
